"","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"72",2.19832742694333e-07,2.91330319238461e-07,2.87519278259138e-07,2.94278541665069e-07,2.5926541471176e-07,2.53395041090523e-07,3.0545962258037e-07,2.25749479720871e-07,3.11260422198797e-07,3.42064084484645e-07,2.47949816272602e-07,3.1421051708766e-07,2.9753443477748e-07,2.69853573006337e-07,2.78712004430498e-07,2.76696583022609e-07,2.7925213381963e-07,2.8560859150796e-07,2.69954991621163e-07,2.91823623989676e-07,2.7615826315476e-07,3.48942003635527e-07,2.98625996514312e-07,2.81359125406042e-07,2.9449835490733e-07,2.74169816207731e-07,3.13415103278189e-07,2.81351121128245e-07,2.75223609498207e-07,2.77607228942392e-07,3.1495300262252e-07,2.90012266476042e-07,2.9570143249627e-07,2.70705068356261e-07,2.96936958479876e-07,2.7434772799026e-07,2.96910699236833e-07,3.16007558408965e-07,3.05888637934862e-07,2.9579529177079e-07,2.89163760680902e-07,2.83235847437294e-07,2.30236097385934e-07,2.04613488124193e-07,2.73448170521814e-07,3.29264166439025e-07,2.69821804290207e-07,2.97981320975665e-07,3.30467318353928e-07,2.83749909546147e-07,2.91894829737571e-07
"73",1.77284469915148e-07,2.34943805837301e-07,2.31870385692182e-07,2.37321404568044e-07,2.09085011864882e-07,2.0435083958846e-07,2.46338405307869e-07,1.8205603203366e-07,2.51016469516446e-07,2.75858132650977e-07,1.99959529250532e-07,2.53395578297955e-07,2.3994712482038e-07,2.17623849198267e-07,2.2476774551132e-07,2.23142405664234e-07,2.25203333726123e-07,2.30329509281341e-07,2.17705638405619e-07,2.35341632249739e-07,2.22708276736983e-07,2.81404841640659e-07,2.40827416543576e-07,2.26902520487904e-07,2.37498673311132e-07,2.21104690490553e-07,2.52754115546983e-07,2.26896065425725e-07,2.21954523788037e-07,2.23876797534467e-07,2.53994356956555e-07,2.33880860062499e-07,2.38468897172453e-07,2.18310538997041e-07,2.39465289098018e-07,2.21248167736263e-07,2.39444112287712e-07,2.54844805168408e-07,2.46684385432627e-07,2.38544590138237e-07,2.33196581194556e-07,2.28416005998433e-07,1.85674272084983e-07,1.65010877520126e-07,2.20522718160851e-07,2.65535618096044e-07,2.17598229265009e-07,2.40307516916755e-07,2.66505901899e-07,2.28830572214858e-07,2.35399056240648e-07
"74",5.67310303725352e-08,7.51820178664792e-08,7.41985234208736e-08,7.59428494621212e-08,6.69072037964152e-08,6.53922686676828e-08,7.88282896978243e-08,5.82579302507713e-08,8.03252702460261e-08,8.82746024489373e-08,6.39870493604477e-08,8.10865850558312e-08,7.67830799427993e-08,6.9639631743515e-08,7.19256785623734e-08,7.14055698111671e-08,7.20650667907635e-08,7.37054429694045e-08,6.96658042902837e-08,7.53093223199164e-08,7.12666485564589e-08,9.00495493241782e-08,7.70647732937363e-08,7.26088065557823e-08,7.59995754592846e-08,7.07535009573934e-08,8.08813169755201e-08,7.2606740935538e-08,7.10254476118249e-08,7.16405752099886e-08,8.12781942253343e-08,7.48418752197916e-08,7.63100470955319e-08,6.9859372477804e-08,7.66288925126146e-08,7.07994136754653e-08,7.66221159315822e-08,8.15503376546539e-08,7.8939003339204e-08,7.63342688451379e-08,7.46229059829517e-08,7.30931219196373e-08,5.94157670667783e-08,5.28034808065792e-08,7.0567269812305e-08,8.49713977912198e-08,6.96314333657744e-08,7.68984054124594e-08,8.52818886065698e-08,7.3225783107228e-08,7.53276979958972e-08
"75",1.06370681949262e-07,1.40966283502034e-07,1.39122231415656e-07,1.42392842740827e-07,1.25451007118929e-07,1.22610503751688e-07,1.47803043182987e-07,1.09233619219329e-07,1.5060988170848e-07,1.65514879590239e-07,1.19975717551707e-07,1.52037346977732e-07,1.43968274891881e-07,1.30574309517573e-07,1.34860647305751e-07,1.3388544339854e-07,1.35122000236368e-07,1.38197705567417e-07,1.3062338304233e-07,1.41204979349843e-07,1.33624966041843e-07,1.68842904985436e-07,1.4449644992684e-07,1.36141512292742e-07,1.42499203987026e-07,1.32662814294679e-07,1.51652469327149e-07,1.36137639255435e-07,1.33172714272822e-07,1.3432607852068e-07,1.52396614171851e-07,1.40328516036459e-07,1.43081338303472e-07,1.30986323398918e-07,1.43679173458117e-07,1.32748900639329e-07,1.43666467371933e-07,1.52906883099657e-07,1.48010631258189e-07,1.43126754082248e-07,1.39917948716733e-07,1.37049603598019e-07,1.1140456325151e-07,9.90065265119022e-08,1.32313630897204e-07,1.59321370856585e-07,1.30558937558659e-07,1.44184510149012e-07,1.59903541139053e-07,1.37298343329956e-07,1.41239433744042e-07
"76",4.96396515758599e-08,6.57842656338198e-08,6.49237079930476e-08,6.64499932787055e-08,5.85438033225139e-08,5.72182350857403e-08,6.89747534868973e-08,5.09756889694249e-08,7.02846114641886e-08,7.72402771413022e-08,5.59886681895244e-08,7.09507619236355e-08,6.71851949508168e-08,6.09346777757924e-08,6.29349687416431e-08,6.24798735856386e-08,6.30569334421349e-08,6.44922625980121e-08,6.09575787537814e-08,6.58956570281921e-08,6.23583174871184e-08,7.87933556577886e-08,6.74316766313687e-08,6.353270573696e-08,6.64996285277414e-08,6.19093133372856e-08,7.07711523533633e-08,6.35308983198968e-08,6.21472666609973e-08,6.26855033089568e-08,7.1118419946517e-08,6.54866408166671e-08,6.67712912079399e-08,6.11269509176449e-08,6.70502809472368e-08,6.19494869655984e-08,6.70443514403513e-08,7.1356545446738e-08,6.90716279207193e-08,6.67924852388452e-08,6.52950427337817e-08,6.39564816801164e-08,5.19887961829973e-08,4.62030457053231e-08,6.17463610848995e-08,7.43499730671004e-08,6.09275041946189e-08,6.72861047365525e-08,7.46216525324833e-08,6.40725602192582e-08,6.59117357464101e-08
"77",9.21879243559118e-08,1.22170779036715e-07,1.20572600560004e-07,1.2340713037573e-07,1.08724206169392e-07,1.06262436586069e-07,1.28095970759398e-07,9.4669136656636e-08,1.30528564148275e-07,1.43446228978439e-07,1.03978955211595e-07,1.31765700715075e-07,1.24772504906182e-07,1.13164401583862e-07,1.16879227666025e-07,1.16034050945749e-07,1.17105733537376e-07,1.19771344826367e-07,1.1320693197106e-07,1.22377648771599e-07,1.15808303903162e-07,1.46330517654392e-07,1.25230256603839e-07,1.17989310655098e-07,1.23499310122205e-07,1.14974439056198e-07,1.3143214008457e-07,1.17985954020683e-07,1.15416352371167e-07,1.16415934716882e-07,1.32077065617686e-07,1.21618047233679e-07,1.24003826531757e-07,1.135214802786e-07,1.2452195033083e-07,1.15049047223065e-07,1.24510938389472e-07,1.32519298689029e-07,1.28275880424689e-07,1.24043186871398e-07,1.21262222221863e-07,1.18776323118977e-07,9.65506214848158e-08,8.58056563102574e-08,1.14671813444128e-07,1.38078521410082e-07,1.13151079218082e-07,1.24959908795463e-07,1.38583068987411e-07,1.18991897552281e-07,1.22407509245068e-07
"78",7.80051667625611e-08,1.03375274567927e-07,1.02022969704352e-07,1.04421418008899e-07,9.19974052198541e-08,8.99143694187143e-08,1.08388898334075e-07,8.01046540948105e-08,1.10447246588069e-07,1.21377578364903e-07,8.79821928697483e-08,1.11494054450684e-07,1.05576734920482e-07,9.57544936466825e-08,9.88978080245645e-08,9.81826584912221e-08,9.9089466838384e-08,1.01344984083582e-07,9.57904808980559e-08,1.0355031818815e-07,9.79916417644805e-08,1.23818130321612e-07,1.05964063279104e-07,9.98371090139838e-08,1.04499416257384e-07,9.72860638142475e-08,1.11211810840256e-07,9.98342687876658e-08,9.76599904660425e-08,9.85057909148185e-08,1.11757517060052e-07,1.02907578425696e-07,1.04926314754838e-07,9.60566371600163e-08,1.05364727201809e-07,9.73491938033311e-08,1.0535540940701e-07,1.12131714273198e-07,1.08541129589454e-07,1.04959619660547e-07,1.02606495725258e-07,1.00503042639935e-07,8.16966797172539e-08,7.26047861086127e-08,9.7029995991052e-08,1.16835671961843e-07,9.57432208775061e-08,1.0573530744365e-07,1.17262596834034e-07,1.00685451774607e-07,1.03575584746093e-07
"79",2.1274136390026e-08,2.81932566997128e-08,2.78244462834781e-08,2.84785685485123e-08,2.50902014234389e-08,2.45221007492968e-08,2.95606086362504e-08,2.18467238440392e-08,3.01219763403082e-08,3.31029759177009e-08,2.39951435110353e-08,3.04074693948525e-08,2.87936549776824e-08,2.61148619031676e-08,2.69721294604564e-08,2.6777088680055e-08,2.70244000476205e-08,2.76395411124425e-08,2.61246766077722e-08,2.82409958699686e-08,2.67249932080216e-08,3.37685809956995e-08,2.88992899836332e-08,2.72283024582015e-08,2.84998407963644e-08,2.65325628603236e-08,3.03304938664706e-08,2.72275278503931e-08,2.66345428542175e-08,2.68652157048299e-08,3.04793228347172e-08,2.80657032076387e-08,2.86162676610413e-08,2.61972646787428e-08,2.87358346909294e-08,2.65497801278658e-08,2.87332934736928e-08,3.05813766202784e-08,2.96021262519847e-08,2.86253508171436e-08,2.79835897423059e-08,2.7409920718563e-08,2.22809126496082e-08,1.98013053029009e-08,2.64627261804817e-08,3.18642741723579e-08,2.61117875117317e-08,2.88369020294554e-08,3.19807082274637e-08,2.74596686639095e-08,2.82478867484615e-08
"80",2.83655151867013e-08,3.75910089341069e-08,3.70992617113042e-08,3.79714247301932e-08,3.3453601899075e-08,3.26961343347087e-08,3.94141448489121e-08,2.91289651253857e-08,4.01626351238804e-08,4.4137301225336e-08,3.19935246802239e-08,4.05432925270482e-08,3.83915399713997e-08,3.48198158726248e-08,3.59628392811867e-08,3.57027849055835e-08,3.60325333962491e-08,3.68527214855696e-08,3.48329021442745e-08,3.76546611599582e-08,3.56333242773621e-08,4.50247746638238e-08,3.85323866477355e-08,3.63044032787585e-08,3.79997877296423e-08,3.5376750476962e-08,4.04406584868927e-08,3.6303370467769e-08,3.55127238067798e-08,3.58202876041269e-08,4.06390971117998e-08,3.74209376107631e-08,3.81550235486333e-08,3.4929686238902e-08,3.83144462563073e-08,3.53997068377326e-08,3.83110579666585e-08,4.07751688264596e-08,3.94695016687346e-08,3.81671344217016e-08,3.73114529914759e-08,3.65465609598187e-08,2.97078835342565e-08,2.64017404032896e-08,3.52836349061525e-08,4.24856988947425e-08,3.48157166828872e-08,3.84492027070971e-08,4.26409443050196e-08,3.66128915553487e-08,3.76638489979486e-08
"81",3.54568939825092e-08,4.69887611667663e-08,4.63740771373955e-08,4.74642809136089e-08,4.18170023729764e-08,4.08701679166512e-08,4.92676810633086e-08,3.64112064067321e-08,5.02032939022484e-08,5.51716265295016e-08,3.99919058511472e-08,5.06791156609787e-08,4.79894249651169e-08,4.35247698386126e-08,4.49535491019171e-08,4.46284811328468e-08,4.50406667448777e-08,4.6065901856962e-08,4.35411276825115e-08,4.70683264499477e-08,4.45416553484373e-08,5.62809683284787e-08,4.81654833083683e-08,4.53805040975808e-08,4.74997346629202e-08,4.42209380988046e-08,5.05508231090496e-08,4.53792130851449e-08,4.43909047576074e-08,4.47753595068934e-08,5.07988713923518e-08,4.67761720121529e-08,4.76937794344906e-08,4.36621078007959e-08,4.78930578199505e-08,4.42496335458648e-08,4.78888224578894e-08,5.09689610343755e-08,4.93368770872193e-08,4.77089180279944e-08,4.66393162389112e-08,4.56832012010744e-08,3.71348544171701e-08,3.30021755036783e-08,4.41045436318233e-08,5.31071236205966e-08,4.35196458540427e-08,4.8061503383004e-08,5.33011803791061e-08,4.57661144433186e-08,4.70798112474358e-08
"82",7.09137879754268e-09,9.3977522343941e-09,9.27481542782604e-09,9.49285618341567e-09,8.36340047563611e-09,8.17403358367719e-09,9.85353621092699e-09,7.28224128134641e-09,1.00406587818375e-08,1.10343253059003e-08,7.99838116918861e-09,1.01358231321957e-08,9.59788499371728e-09,8.70495396945725e-09,8.99070982073036e-09,8.92569622726325e-09,9.0081333486286e-09,9.2131803713924e-09,8.7082255365023e-09,9.41366528998955e-09,8.90833106934052e-09,1.12561936646549e-08,9.63309666236756e-09,9.07610082055699e-09,9.49994693327794e-09,8.84418762010786e-09,1.01101646221569e-08,9.07584261737593e-09,8.87818095256232e-09,8.95507190276645e-09,1.01597742770826e-08,9.35523440312447e-09,9.53875588759201e-09,8.73242156015919e-09,9.57861156364315e-09,8.84992670986684e-09,9.57776449123093e-09,1.01937922079159e-08,9.86737541674998e-09,9.54178360629276e-09,9.32786324743529e-09,9.13664023952099e-09,7.42697088378097e-09,6.60043510125607e-09,8.82090872740549e-09,1.06214247241193e-08,8.70392916942075e-09,9.6123006759069e-09,1.06602360758212e-08,9.15322288796983e-09,9.41596224948715e-09
"83",1.41827575924833e-08,1.87955044653187e-08,1.85496308556521e-08,1.89857123650966e-08,1.67268009478028e-08,1.63480671673544e-08,1.97070724253234e-08,1.45644825618255e-08,2.00813175602055e-08,2.20686506118006e-08,1.59967623401119e-08,2.02716462626568e-08,1.91957699839651e-08,1.74099079354451e-08,1.7981419639726e-08,1.78513924527918e-08,1.80162666972572e-08,1.84263607410501e-08,1.74164510712699e-08,1.88273305799791e-08,1.7816662138681e-08,2.25123873310445e-08,1.92661933230004e-08,1.81522016376445e-08,1.89998938648211e-08,1.7688375238481e-08,2.02203292443137e-08,1.81516852330171e-08,1.77563619016552e-08,1.79101438020635e-08,2.03195485558999e-08,1.87104688045142e-08,1.90775117734493e-08,1.74648431185837e-08,1.91572231272863e-08,1.7699853417999e-08,1.91555289824619e-08,2.03875844123624e-08,1.97347508335e-08,1.90835672091161e-08,1.86557264966053e-08,1.8273280479042e-08,1.48539417658272e-08,1.32008702007774e-08,1.76418174513415e-08,2.12428494465039e-08,1.7407858342311e-08,1.92246013535485e-08,2.13204721516425e-08,1.83064457776744e-08,1.88319244989743e-08
"84",2.83655151867013e-08,3.75910089341069e-08,3.70992617113042e-08,3.79714247301932e-08,3.3453601899075e-08,3.26961343347087e-08,3.94141448489121e-08,2.91289651253857e-08,4.01626351221457e-08,4.41373012236013e-08,3.19935246802239e-08,4.05432925270482e-08,3.83915399713997e-08,3.48198158708901e-08,3.59628392829214e-08,3.57027849055835e-08,3.60325333962491e-08,3.68527214855696e-08,3.48329021442745e-08,3.76546611599582e-08,3.56333242773621e-08,4.50247746620891e-08,3.85323866477355e-08,3.63044032787585e-08,3.79997877296423e-08,3.53767504786967e-08,4.04406584868927e-08,3.63033704695037e-08,3.55127238067798e-08,3.58202876058616e-08,4.06390971135345e-08,3.74209376090284e-08,3.81550235468986e-08,3.4929686238902e-08,3.83144462563073e-08,3.53997068377326e-08,3.83110579666585e-08,4.07751688264596e-08,3.94695016704694e-08,3.81671344234363e-08,3.73114529897411e-08,3.65465609598187e-08,2.97078835333892e-08,2.64017404032896e-08,3.52836349061525e-08,4.24856988947425e-08,3.48157166811525e-08,3.84492027070971e-08,4.26409443032849e-08,3.6612891553614e-08,3.76638489996833e-08
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",7.09137879667532e-09,9.3977522343941e-09,9.27481542782604e-09,9.49285618341567e-09,8.36340047390138e-09,8.17403358367719e-09,9.85353621266172e-09,7.28224128134641e-09,1.00406587818375e-08,1.1034325307635e-08,7.99838117092333e-09,1.01358231321957e-08,9.59788499371728e-09,8.70495396772253e-09,8.99070982073036e-09,8.92569622726325e-09,9.00813335036332e-09,9.2131803713924e-09,8.7082255365023e-09,9.41366528998955e-09,8.90833107107525e-09,1.12561936663896e-08,9.63309666236756e-09,9.07610081882226e-09,9.49994693154321e-09,8.84418762010786e-09,1.01101646221569e-08,9.07584261737593e-09,8.8781809508276e-09,8.95507190103173e-09,1.01597742788173e-08,9.35523440312447e-09,9.53875588759201e-09,8.73242156015919e-09,9.57861156364315e-09,8.84992670986684e-09,9.57776449123093e-09,1.01937922079159e-08,9.86737541674998e-09,9.54178360455804e-09,9.32786324917001e-09,9.13664023952099e-09,7.42697088378097e-09,6.60043510125607e-09,8.82090872740549e-09,1.06214247241193e-08,8.70392917115548e-09,9.6123006759069e-09,1.0660236077556e-08,9.15322288970455e-09,9.41596224948715e-09
"87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",7.09137879667532e-09,9.39775223265937e-09,9.27481542782604e-09,9.49285618341567e-09,8.36340047563611e-09,8.17403358367719e-09,9.85353621266172e-09,7.28224128221377e-09,1.00406587801027e-08,1.10343253059003e-08,7.99838116918861e-09,1.01358231321957e-08,9.59788499198255e-09,8.70495396945725e-09,8.99070981899563e-09,8.92569622726325e-09,9.0081333486286e-09,9.2131803713924e-09,8.7082255365023e-09,9.41366528998955e-09,8.90833106934052e-09,1.12561936663896e-08,9.63309666063283e-09,9.07610082055699e-09,9.49994693327794e-09,8.84418762010786e-09,1.01101646221569e-08,9.07584261737593e-09,8.87818095256232e-09,8.95507190103173e-09,1.01597742770826e-08,9.35523440312447e-09,9.53875588759201e-09,8.73242156015919e-09,9.57861156364315e-09,8.84992670986684e-09,9.57776449123093e-09,1.01937922061812e-08,9.8673754184847e-09,9.54178360629276e-09,9.32786324743529e-09,9.13664024125571e-09,7.42697088378097e-09,6.60043510125607e-09,8.82090872567076e-09,1.06214247241193e-08,8.70392917115548e-09,9.61230067764163e-09,1.06602360758212e-08,9.15322288796983e-09,9.41596224948715e-09
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",7.09137879580796e-09,9.3977522343941e-09,9.27481542609132e-09,9.49285618168094e-09,8.36340047390138e-09,8.17403358194246e-09,9.85353621092699e-09,7.28224128047905e-09,1.00406587801027e-08,1.10343253041656e-08,7.99838116918861e-09,1.01358231321957e-08,9.59788499198255e-09,8.7049539659878e-09,8.99070982073036e-09,8.92569622552852e-09,9.0081333486286e-09,9.21318036965768e-09,8.7082255365023e-09,9.41366528998955e-09,8.9083310676058e-09,1.12561936646549e-08,9.63309666236756e-09,9.07610081882226e-09,9.49994693154321e-09,8.84418761837313e-09,1.01101646221569e-08,9.0758426156412e-09,8.8781809508276e-09,8.95507190103173e-09,1.01597742788173e-08,9.35523440138974e-09,9.53875588585729e-09,8.73242156015919e-09,9.57861156364315e-09,8.84992670813212e-09,9.57776449123093e-09,1.01937922061812e-08,9.86737541501526e-09,9.54178360455804e-09,9.32786324743529e-09,9.13664023952099e-09,7.42697088291361e-09,6.60043509952135e-09,8.82090872740549e-09,1.06214247241193e-08,8.70392916942075e-09,9.6123006759069e-09,1.06602360740865e-08,9.15322288796983e-09,9.41596224948715e-09
"93",1.41827575933506e-08,1.87955044670535e-08,1.85496308556521e-08,1.89857123650966e-08,1.67268009495375e-08,1.63480671673544e-08,1.97070724253234e-08,1.45644825626928e-08,2.00813175619402e-08,2.20686506135354e-08,1.59967623418467e-08,2.02716462643915e-08,1.91957699874346e-08,1.74099079371798e-08,1.79814196414607e-08,1.78513924527918e-08,1.80162666972572e-08,1.84263607427848e-08,1.74164510730046e-08,1.88273305799791e-08,1.78166621404158e-08,2.25123873310445e-08,1.92661933230004e-08,1.81522016393793e-08,1.89998938665559e-08,1.76883752402157e-08,2.02203292443137e-08,1.81516852347519e-08,1.77563619033899e-08,1.79101438037982e-08,2.03195485558999e-08,1.87104688045142e-08,1.90775117734493e-08,1.74648431203184e-08,1.9157223129021e-08,1.76998534197337e-08,1.91555289841966e-08,2.03875844140972e-08,1.97347508352347e-08,1.90835672108508e-08,1.86557264966053e-08,1.8273280479042e-08,1.48539417675619e-08,1.32008702025121e-08,1.76418174530762e-08,2.12428494482386e-08,1.7407858342311e-08,1.92246013535485e-08,2.13204721533772e-08,1.83064457776744e-08,1.88319244989743e-08
"94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",7.09137879754268e-09,9.39775223265937e-09,9.27481542782604e-09,9.49285618341567e-09,8.36340047390138e-09,8.17403358367719e-09,9.85353621266172e-09,7.28224128221377e-09,1.00406587818375e-08,1.10343253059003e-08,7.99838116918861e-09,1.01358231321957e-08,9.59788499198255e-09,8.70495396772253e-09,8.99070982073036e-09,8.92569622726325e-09,9.00813335036332e-09,9.2131803713924e-09,8.7082255365023e-09,9.41366528998955e-09,8.90833106934052e-09,1.12561936663896e-08,9.63309666236756e-09,9.07610081882226e-09,9.49994693154321e-09,8.84418762010786e-09,1.01101646221569e-08,9.07584261737593e-09,8.8781809508276e-09,8.95507190103173e-09,1.01597742788173e-08,9.35523440312447e-09,9.53875588759201e-09,8.73242156015919e-09,9.57861156364315e-09,8.84992670986684e-09,9.57776449123093e-09,1.01937922079159e-08,9.8673754184847e-09,9.54178360629276e-09,9.32786324743529e-09,9.13664024125571e-09,7.42697088291361e-09,6.60043510038871e-09,8.82090872567076e-09,1.06214247241193e-08,8.70392917115548e-09,9.6123006759069e-09,1.06602360758212e-08,9.15322288970455e-09,9.41596224948715e-09
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",7.09137879580796e-09,9.39775223265937e-09,9.27481542782604e-09,9.49285618168094e-09,8.36340047390138e-09,8.17403358367719e-09,9.85353621092699e-09,7.28224128047905e-09,1.00406587801027e-08,1.10343253059003e-08,7.99838116918861e-09,1.0135823130461e-08,9.59788499198255e-09,8.70495396772253e-09,8.99070981899563e-09,8.92569622552852e-09,9.0081333486286e-09,9.2131803713924e-09,8.70822553476758e-09,9.41366528998955e-09,8.90833106934052e-09,1.12561936646549e-08,9.63309666063283e-09,9.07610081882226e-09,9.49994693154321e-09,8.84418761837313e-09,1.01101646204221e-08,9.0758426156412e-09,8.8781809508276e-09,8.95507190103173e-09,1.01597742770826e-08,9.35523440138974e-09,9.53875588585729e-09,8.73242155842446e-09,9.57861156364315e-09,8.84992670813212e-09,9.57776449123093e-09,1.01937922061812e-08,9.86737541674998e-09,9.54178360455804e-09,9.32786324743529e-09,9.13664023952099e-09,7.42697088291361e-09,6.60043510038871e-09,8.82090872567076e-09,1.06214247223846e-08,8.70392916942075e-09,9.6123006759069e-09,1.06602360758212e-08,9.1532228862351e-09,9.41596224948715e-09
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",7.09137879667532e-09,9.3977522343941e-09,9.27481542782604e-09,9.49285618341567e-09,8.36340047563611e-09,8.17403358367719e-09,9.85353621266172e-09,7.28224128134641e-09,1.00406587801027e-08,1.10343253059003e-08,7.99838117092333e-09,1.01358231321957e-08,9.59788499371728e-09,8.70495396772253e-09,8.99070982073036e-09,8.92569622726325e-09,9.0081333486286e-09,9.2131803713924e-09,8.7082255365023e-09,9.41366528998955e-09,8.90833106934052e-09,1.12561936663896e-08,9.63309666236756e-09,9.07610082055699e-09,9.49994693327794e-09,8.84418762010786e-09,1.01101646221569e-08,9.07584261737593e-09,8.87818095256232e-09,8.95507190103173e-09,1.01597742788173e-08,9.35523440312447e-09,9.53875588759201e-09,8.73242156015919e-09,9.57861156364315e-09,8.84992670986684e-09,9.57776449123093e-09,1.01937922061812e-08,9.86737541674998e-09,9.54178360629276e-09,9.32786324743529e-09,9.13664023952099e-09,7.42697088378097e-09,6.60043510125607e-09,8.82090872740549e-09,1.06214247241193e-08,8.70392917115548e-09,9.61230067764163e-09,1.06602360758212e-08,9.15322288970455e-09,9.41596224948715e-09
"102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
